Year,AnnÈe,ISO,Jurisdiction,Juridiction,Month,Mois,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
2016,2016,BC,British Columbia,Colombie-Britannique,October,Octobre,29.372,a,29.372,a
2016,2016,BC,British Columbia,Colombie-Britannique,November,Novembre,0.919,a,0.919,a
2016,2016,BC,British Columbia,Colombie-Britannique,February,FÈvrier,411.209,a,411.209,a
2016,2016,BC,British Columbia,Colombie-Britannique,March,Mars,424.445,a,424.445,a
2016,2016,BC,British Columbia,Colombie-Britannique,April,Avril,91172.189,a,91172.189,a
2016,2016,BC,British Columbia,Colombie-Britannique,May,Mai,288.288,a,288.288,a
2016,2016,BC,British Columbia,Colombie-Britannique,June,Juin,1198.928,a,1198.928,a
2016,2016,BC,British Columbia,Colombie-Britannique,July,Juillet,5164.174,a,5164.174,a
2016,2016,BC,British Columbia,Colombie-Britannique,August,Ao˚t,1675.297,a,1675.297,a
2016,2016,BC,British Columbia,Colombie-Britannique,September,Septembre,12.062,a,12.062,a
2017,2017,BC,British Columbia,Colombie-Britannique,January,Janvier,0.009,a,0.009,a
2017,2017,BC,British Columbia,Colombie-Britannique,October,Octobre,513.083,a,513.083,a
2017,2017,BC,British Columbia,Colombie-Britannique,November,Novembre,1.22,a,1.22,a
2017,2017,BC,British Columbia,Colombie-Britannique,February,FÈvrier,150.009,a,150.009,a
2017,2017,BC,British Columbia,Colombie-Britannique,March,Mars,19.256,a,19.256,a
2017,2017,BC,British Columbia,Colombie-Britannique,April,Avril,108.389,a,108.389,a
2017,2017,BC,British Columbia,Colombie-Britannique,May,Mai,864.437,a,864.437,a
2017,2017,BC,British Columbia,Colombie-Britannique,June,Juin,4135.645,a,4135.645,a
2017,2017,BC,British Columbia,Colombie-Britannique,July,Juillet,1130131.327,a,1130131.327,a
2017,2017,BC,British Columbia,Colombie-Britannique,August,Ao˚t,76936.629,a,76936.629,a
2017,2017,BC,British Columbia,Colombie-Britannique,September,Septembre,3279.204,a,3279.204,a
2018,2018,BC,British Columbia,Colombie-Britannique,January,Janvier,0.009,a,0.009,a
2018,2018,BC,British Columbia,Colombie-Britannique,October,Octobre,199.637,a,199.637,a
2018,2018,BC,British Columbia,Colombie-Britannique,November,Novembre,0.018,a,0.018,a
2018,2018,BC,British Columbia,Colombie-Britannique,December,DÈcembre,6.399,a,6.399,a
2018,2018,BC,British Columbia,Colombie-Britannique,March,Mars,140.502,a,140.502,a
2018,2018,BC,British Columbia,Colombie-Britannique,April,Avril,268.258,a,268.258,a
2018,2018,BC,British Columbia,Colombie-Britannique,May,Mai,36551.165,a,36551.165,a
2018,2018,BC,British Columbia,Colombie-Britannique,June,Juin,11542.169,a,11542.169,a
2018,2018,BC,British Columbia,Colombie-Britannique,July,Juillet,603465.584,a,603465.584,a
2018,2018,BC,British Columbia,Colombie-Britannique,August,Ao˚t,701699.429,a,701699.429,a
2018,2018,BC,British Columbia,Colombie-Britannique,September,Septembre,128.809,a,128.809,a
2019,2019,BC,British Columbia,Colombie-Britannique,October,Octobre,4.545,a,4.545,a
2019,2019,BC,British Columbia,Colombie-Britannique,November,Novembre,93.267,a,93.267,a
2019,2019,BC,British Columbia,Colombie-Britannique,February,FÈvrier,0.93,a,0.93,a
2019,2019,BC,British Columbia,Colombie-Britannique,March,Mars,436.815,a,436.815,a
2019,2019,BC,British Columbia,Colombie-Britannique,April,Avril,513.573,a,513.573,a
2019,2019,BC,British Columbia,Colombie-Britannique,May,Mai,10093.178,a,10093.178,a
2019,2019,BC,British Columbia,Colombie-Britannique,June,Juin,468.211,a,468.211,a
2019,2019,BC,British Columbia,Colombie-Britannique,July,Juillet,2467.828,a,2467.828,a
2019,2019,BC,British Columbia,Colombie-Britannique,August,Ao˚t,7357.923,a,7357.923,a
2019,2019,BC,British Columbia,Colombie-Britannique,September,Septembre,70.254,a,70.254,a
2020,2020,BC,British Columbia,Colombie-Britannique,March,Mars,87.556,a,87.556,a
1990,1990,MB,Manitoba,Manitoba,October,Octobre,2123.4,a,2123.4,a
1990,1990,MB,Manitoba,Manitoba,November,Novembre,324.8,a,324.8,a
1990,1990,MB,Manitoba,Manitoba,December,DÈcembre,0.2,a,0.2,a
1990,1990,MB,Manitoba,Manitoba,April,Avril,2774.5,a,2774.5,a
1990,1990,MB,Manitoba,Manitoba,May,Mai,337.9,a,337.9,a
1990,1990,MB,Manitoba,Manitoba,June,Juin,400.6,a,400.6,a
1990,1990,MB,Manitoba,Manitoba,July,Juillet,5377.4,a,5377.4,a
1990,1990,MB,Manitoba,Manitoba,August,Ao˚t,4754.3,a,4754.3,a
1990,1990,MB,Manitoba,Manitoba,September,Septembre,51.9,a,51.9,a
1991,1991,MB,Manitoba,Manitoba,January,Janvier,40.7,a,40.7,a
1991,1991,MB,Manitoba,Manitoba,October,Octobre,61,a,61,a
1991,1991,MB,Manitoba,Manitoba,February,FÈvrier,0.5,a,0.5,a
1991,1991,MB,Manitoba,Manitoba,March,Mars,808.1,a,808.1,a
1991,1991,MB,Manitoba,Manitoba,April,Avril,22329.2,a,22329.2,a
1991,1991,MB,Manitoba,Manitoba,May,Mai,61853.6,a,61853.6,a
1991,1991,MB,Manitoba,Manitoba,June,Juin,582.2,a,582.2,a
1991,1991,MB,Manitoba,Manitoba,July,Juillet,41440.5,a,41440.5,a
1991,1991,MB,Manitoba,Manitoba,August,Ao˚t,23712.6,a,23712.6,a
1991,1991,MB,Manitoba,Manitoba,September,Septembre,157.3,a,157.3,a
1992,1992,MB,Manitoba,Manitoba,October,Octobre,8.6,a,8.6,a
1992,1992,MB,Manitoba,Manitoba,February,FÈvrier,566,a,566,a
1992,1992,MB,Manitoba,Manitoba,March,Mars,0.3,a,0.3,a
1992,1992,MB,Manitoba,Manitoba,April,Avril,192.3,a,192.3,a
1992,1992,MB,Manitoba,Manitoba,May,Mai,3461.2,a,3461.2,a
1992,1992,MB,Manitoba,Manitoba,June,Juin,267155.1,a,267155.1,a
1992,1992,MB,Manitoba,Manitoba,July,Juillet,150466.9,a,150466.9,a
1992,1992,MB,Manitoba,Manitoba,August,Ao˚t,11848.8,a,11848.8,a
1992,1992,MB,Manitoba,Manitoba,September,Septembre,74.6,a,74.6,a
1993,1993,MB,Manitoba,Manitoba,October,Octobre,0.1,a,0.1,a
1993,1993,MB,Manitoba,Manitoba,March,Mars,650,a,650,a
1993,1993,MB,Manitoba,Manitoba,April,Avril,1313.4,a,1313.4,a
1993,1993,MB,Manitoba,Manitoba,May,Mai,905.8,a,905.8,a
1993,1993,MB,Manitoba,Manitoba,June,Juin,62061.7,a,62061.7,a
1993,1993,MB,Manitoba,Manitoba,July,Juillet,2340.1,a,2340.1,a
1993,1993,MB,Manitoba,Manitoba,August,Ao˚t,2.6,a,2.6,a
1993,1993,MB,Manitoba,Manitoba,September,Septembre,0.7,a,0.7,a
1994,1994,MB,Manitoba,Manitoba,October,Octobre,765,a,765,a
1994,1994,MB,Manitoba,Manitoba,November,Novembre,0.1,a,0.1,a
1994,1994,MB,Manitoba,Manitoba,March,Mars,25,a,25,a
1994,1994,MB,Manitoba,Manitoba,April,Avril,2695.8,a,2695.8,a
1994,1994,MB,Manitoba,Manitoba,May,Mai,4105.1,a,4105.1,a
1994,1994,MB,Manitoba,Manitoba,June,Juin,890225.1,a,890225.1,a
1994,1994,MB,Manitoba,Manitoba,July,Juillet,352706,a,352706,a
1994,1994,MB,Manitoba,Manitoba,August,Ao˚t,158771.7,a,158771.7,a
1994,1994,MB,Manitoba,Manitoba,September,Septembre,19491.9,a,19491.9,a
1995,1995,MB,Manitoba,Manitoba,October,Octobre,2989.9,a,2989.9,a
1995,1995,MB,Manitoba,Manitoba,April,Avril,935.9,a,935.9,a
1995,1995,MB,Manitoba,Manitoba,May,Mai,37707.6,a,37707.6,a
1995,1995,MB,Manitoba,Manitoba,June,Juin,789658.1,a,789658.1,a
1995,1995,MB,Manitoba,Manitoba,July,Juillet,57393.9,a,57393.9,a
1995,1995,MB,Manitoba,Manitoba,August,Ao˚t,429.1,a,429.1,a
1995,1995,MB,Manitoba,Manitoba,September,Septembre,122.7,a,122.7,a
1996,1996,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,2.1,a,2.1,a
1996,1996,MB,Manitoba,Manitoba,October,Octobre,6.5,a,6.5,a
1996,1996,MB,Manitoba,Manitoba,April,Avril,0.2,a,0.2,a
1996,1996,MB,Manitoba,Manitoba,May,Mai,2587.4,a,2587.4,a
1996,1996,MB,Manitoba,Manitoba,June,Juin,40539.6,a,40539.6,a
1996,1996,MB,Manitoba,Manitoba,July,Juillet,51528.1,a,51528.1,a
1996,1996,MB,Manitoba,Manitoba,August,Ao˚t,16851.3,a,16851.3,a
1996,1996,MB,Manitoba,Manitoba,September,Septembre,13811.2,a,13811.2,a
1997,1997,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,0.2,a,0.2,a
1997,1997,MB,Manitoba,Manitoba,October,Octobre,3,a,3,a
1997,1997,MB,Manitoba,Manitoba,April,Avril,100.7,a,100.7,a
1997,1997,MB,Manitoba,Manitoba,May,Mai,943.2,a,943.2,a
1997,1997,MB,Manitoba,Manitoba,June,Juin,7365.4,a,7365.4,a
1997,1997,MB,Manitoba,Manitoba,July,Juillet,18738.2,a,18738.2,a
1997,1997,MB,Manitoba,Manitoba,August,Ao˚t,14637.8,a,14637.8,a
1997,1997,MB,Manitoba,Manitoba,September,Septembre,10.6,a,10.6,a
1998,1998,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,116854.9,a,116854.9,a
1998,1998,MB,Manitoba,Manitoba,October,Octobre,0.1,a,0.1,a
1998,1998,MB,Manitoba,Manitoba,November,Novembre,3.2,a,3.2,a
1998,1998,MB,Manitoba,Manitoba,April,Avril,4262.3,a,4262.3,a
1998,1998,MB,Manitoba,Manitoba,May,Mai,245.8,a,245.8,a
1998,1998,MB,Manitoba,Manitoba,June,Juin,174508.6,a,174508.6,a
1998,1998,MB,Manitoba,Manitoba,July,Juillet,111672.7,a,111672.7,a
1998,1998,MB,Manitoba,Manitoba,August,Ao˚t,42853.2,a,42853.2,a
1998,1998,MB,Manitoba,Manitoba,September,Septembre,171.3,a,171.3,a
1999,1999,MB,Manitoba,Manitoba,January,Janvier,0.4,a,0.4,a
1999,1999,MB,Manitoba,Manitoba,October,Octobre,1.7,a,1.7,a
1999,1999,MB,Manitoba,Manitoba,April,Avril,18201.7,a,18201.7,a
1999,1999,MB,Manitoba,Manitoba,May,Mai,34930.6,a,34930.6,a
1999,1999,MB,Manitoba,Manitoba,June,Juin,24762.9,a,24762.9,a
1999,1999,MB,Manitoba,Manitoba,July,Juillet,7269.6,a,7269.6,a
1999,1999,MB,Manitoba,Manitoba,August,Ao˚t,25227.8,a,25227.8,a
1999,1999,MB,Manitoba,Manitoba,September,Septembre,58.8,a,58.8,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,111699.272,a,111699.272,a
2001,2001,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,80521.829,a,80521.829,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,95404.79,a,95404.79,a
2003,2003,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,938176.427,a,938176.427,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,1021.5,a,1021.5,a
2004,2004,MB,Manitoba,Manitoba,April,Avril,84,a,84,a
2004,2004,MB,Manitoba,Manitoba,May,Mai,275.5,a,275.5,a
2004,2004,MB,Manitoba,Manitoba,June,Juin,22,a,22,a
2004,2004,MB,Manitoba,Manitoba,July,Juillet,25105.3,a,25105.3,a
2004,2004,MB,Manitoba,Manitoba,August,Ao˚t,312.1,a,312.1,a
2005,2005,MB,Manitoba,Manitoba,October,Octobre,0.2,a,0.2,a
2005,2005,MB,Manitoba,Manitoba,April,Avril,926.5,a,926.5,a
2005,2005,MB,Manitoba,Manitoba,May,Mai,126.2,a,126.2,a
2005,2005,MB,Manitoba,Manitoba,June,Juin,3191.7,a,3191.7,a
2005,2005,MB,Manitoba,Manitoba,July,Juillet,67982.8,a,67982.8,a
2005,2005,MB,Manitoba,Manitoba,August,Ao˚t,452.8,a,452.8,a
2005,2005,MB,Manitoba,Manitoba,September,Septembre,0.4,a,0.4,a
2006,2006,MB,Manitoba,Manitoba,October,Octobre,130,a,130,a
2006,2006,MB,Manitoba,Manitoba,November,Novembre,2690,a,2690,a
2006,2006,MB,Manitoba,Manitoba,April,Avril,339.4,a,339.4,a
2006,2006,MB,Manitoba,Manitoba,May,Mai,316.6,a,316.6,a
2006,2006,MB,Manitoba,Manitoba,June,Juin,149288.9,a,149288.9,a
2006,2006,MB,Manitoba,Manitoba,July,Juillet,2078.2,a,2078.2,a
2006,2006,MB,Manitoba,Manitoba,August,Ao˚t,11058.2,a,11058.2,a
2006,2006,MB,Manitoba,Manitoba,September,Septembre,149,a,149,a
2007,2007,MB,Manitoba,Manitoba,October,Octobre,10,a,10,a
2007,2007,MB,Manitoba,Manitoba,April,Avril,3482.1,a,3482.1,a
2007,2007,MB,Manitoba,Manitoba,May,Mai,1073.1,a,1073.1,a
2007,2007,MB,Manitoba,Manitoba,June,Juin,1928.5,a,1928.5,a
2007,2007,MB,Manitoba,Manitoba,July,Juillet,329558.6,a,329558.6,a
2007,2007,MB,Manitoba,Manitoba,August,Ao˚t,74.6,a,74.6,a
2007,2007,MB,Manitoba,Manitoba,September,Septembre,153.9,a,153.9,a
2008,2008,MB,Manitoba,Manitoba,October,Octobre,40.5,a,40.5,a
2008,2008,MB,Manitoba,Manitoba,April,Avril,2199.7,a,2199.7,a
2008,2008,MB,Manitoba,Manitoba,May,Mai,70975.7,a,70975.7,a
2008,2008,MB,Manitoba,Manitoba,June,Juin,27867.3,a,27867.3,a
2008,2008,MB,Manitoba,Manitoba,July,Juillet,10181.3,a,10181.3,a
2008,2008,MB,Manitoba,Manitoba,August,Ao˚t,39407.3,a,39407.3,a
2008,2008,MB,Manitoba,Manitoba,September,Septembre,0.8,a,0.8,a
2009,2009,MB,Manitoba,Manitoba,October,Octobre,46.3,a,46.3,a
2009,2009,MB,Manitoba,Manitoba,April,Avril,0.4,a,0.4,a
2009,2009,MB,Manitoba,Manitoba,May,Mai,1871,a,1871,a
2009,2009,MB,Manitoba,Manitoba,June,Juin,692.7,a,692.7,a
2009,2009,MB,Manitoba,Manitoba,July,Juillet,110.1,a,110.1,a
2009,2009,MB,Manitoba,Manitoba,August,Ao˚t,19.2,a,19.2,a
2009,2009,MB,Manitoba,Manitoba,September,Septembre,132.3,a,132.3,a
2010,2010,MB,Manitoba,Manitoba,April,Avril,3994.5,a,3994.5,a
2010,2010,MB,Manitoba,Manitoba,May,Mai,423.4,a,423.4,a
2010,2010,MB,Manitoba,Manitoba,June,Juin,3923.2,a,3923.2,a
2010,2010,MB,Manitoba,Manitoba,July,Juillet,24216.2,a,24216.2,a
2010,2010,MB,Manitoba,Manitoba,August,Ao˚t,32700.9,a,32700.9,a
2010,2010,MB,Manitoba,Manitoba,September,Septembre,122235.9,a,122235.9,a
2011,2011,MB,Manitoba,Manitoba,October,Octobre,10744.4,a,10744.4,a
2011,2011,MB,Manitoba,Manitoba,November,Novembre,34026,a,34026,a
2011,2011,MB,Manitoba,Manitoba,April,Avril,20.9,a,20.9,a
2011,2011,MB,Manitoba,Manitoba,May,Mai,74.2,a,74.2,a
2011,2011,MB,Manitoba,Manitoba,June,Juin,208.6,a,208.6,a
2011,2011,MB,Manitoba,Manitoba,July,Juillet,48765,a,48765,a
2011,2011,MB,Manitoba,Manitoba,August,Ao˚t,32829.7,a,32829.7,a
2011,2011,MB,Manitoba,Manitoba,September,Septembre,175.5,a,175.5,a
2012,2012,MB,Manitoba,Manitoba,October,Octobre,6386.9,a,6386.9,a
2012,2012,MB,Manitoba,Manitoba,March,Mars,2093.6,a,2093.6,a
2012,2012,MB,Manitoba,Manitoba,April,Avril,3611.6,a,3611.6,a
2012,2012,MB,Manitoba,Manitoba,May,Mai,11681.5,a,11681.5,a
2012,2012,MB,Manitoba,Manitoba,June,Juin,9403.1,a,9403.1,a
2012,2012,MB,Manitoba,Manitoba,July,Juillet,179474.6,a,179474.6,a
2012,2012,MB,Manitoba,Manitoba,August,Ao˚t,2983.2,a,2983.2,a
2012,2012,MB,Manitoba,Manitoba,September,Septembre,1253.8,a,1253.8,a
2013,2013,MB,Manitoba,Manitoba,November,Novembre,0.1,a,0.1,a
2013,2013,MB,Manitoba,Manitoba,April,Avril,4.2,a,4.2,a
2013,2013,MB,Manitoba,Manitoba,May,Mai,9564.3,a,9564.3,a
2013,2013,MB,Manitoba,Manitoba,June,Juin,807139.2,a,807139.2,a
2013,2013,MB,Manitoba,Manitoba,July,Juillet,246307.2,a,246307.2,a
2013,2013,MB,Manitoba,Manitoba,August,Ao˚t,52237.4,a,52237.4,a
2013,2013,MB,Manitoba,Manitoba,September,Septembre,162.4,a,162.4,a
2014,2014,MB,Manitoba,Manitoba,October,Octobre,0.1,a,0.1,a
2014,2014,MB,Manitoba,Manitoba,April,Avril,236.4,a,236.4,a
2014,2014,MB,Manitoba,Manitoba,May,Mai,797,a,797,a
2014,2014,MB,Manitoba,Manitoba,June,Juin,1281.3,a,1281.3,a
2014,2014,MB,Manitoba,Manitoba,July,Juillet,19095.9,a,19095.9,a
2014,2014,MB,Manitoba,Manitoba,August,Ao˚t,17255.6,a,17255.6,a
2014,2014,MB,Manitoba,Manitoba,September,Septembre,441.6,a,441.6,a
2015,2015,MB,Manitoba,Manitoba,October,Octobre,1600.1,a,1600.1,a
2015,2015,MB,Manitoba,Manitoba,March,Mars,7.1,a,7.1,a
2015,2015,MB,Manitoba,Manitoba,April,Avril,1705.2,a,1705.2,a
2015,2015,MB,Manitoba,Manitoba,May,Mai,2245.3,a,2245.3,a
2015,2015,MB,Manitoba,Manitoba,June,Juin,51300.6,a,51300.6,a
2015,2015,MB,Manitoba,Manitoba,July,Juillet,9830.3,a,9830.3,a
2015,2015,MB,Manitoba,Manitoba,August,Ao˚t,1442.9,a,1442.9,a
2015,2015,MB,Manitoba,Manitoba,September,Septembre,0.1,a,0.1,a
2016,2016,MB,Manitoba,Manitoba,April,Avril,772.1,a,772.1,a
2016,2016,MB,Manitoba,Manitoba,May,Mai,17914.6,a,17914.6,a
2016,2016,MB,Manitoba,Manitoba,June,Juin,10348.3,a,10348.3,a
2016,2016,MB,Manitoba,Manitoba,July,Juillet,8970,a,8970,a
2016,2016,MB,Manitoba,Manitoba,August,Ao˚t,399,a,399,a
2016,2016,MB,Manitoba,Manitoba,September,Septembre,3.5,a,3.5,a
2017,2017,MB,Manitoba,Manitoba,October,Octobre,463.1,a,463.1,a
2017,2017,MB,Manitoba,Manitoba,April,Avril,12.5,a,12.5,a
2017,2017,MB,Manitoba,Manitoba,May,Mai,768.2,a,768.2,a
2017,2017,MB,Manitoba,Manitoba,June,Juin,15289.3,a,15289.3,a
2017,2017,MB,Manitoba,Manitoba,July,Juillet,53281.5,a,53281.5,a
2017,2017,MB,Manitoba,Manitoba,August,Ao˚t,150690.3,a,150690.3,a
2017,2017,MB,Manitoba,Manitoba,September,Septembre,2674.6,a,2674.6,a
2018,2018,MB,Manitoba,Manitoba,April,Avril,5559.8,a,5559.8,a
2018,2018,MB,Manitoba,Manitoba,May,Mai,66744.5,a,66744.5,a
2018,2018,MB,Manitoba,Manitoba,June,Juin,31403,a,31403,a
2018,2018,MB,Manitoba,Manitoba,July,Juillet,122061.3,a,122061.3,a
2018,2018,MB,Manitoba,Manitoba,August,Ao˚t,8413.8,a,8413.8,a
2018,2018,MB,Manitoba,Manitoba,September,Septembre,39.3,a,39.3,a
2019,2019,MB,Manitoba,Manitoba,April,Avril,2806.5,a,2806.5,a
2019,2019,MB,Manitoba,Manitoba,May,Mai,4663.4,a,4663.4,a
2019,2019,MB,Manitoba,Manitoba,June,Juin,39958.9,a,39958.9,a
2019,2019,MB,Manitoba,Manitoba,July,Juillet,23714.3,a,23714.3,a
2019,2019,MB,Manitoba,Manitoba,August,Ao˚t,111,a,111,a
2019,2019,MB,Manitoba,Manitoba,September,Septembre,33.1,a,33.1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.2,a,0.2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,March,Mars,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,April,Avril,53.3,a,53.3,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,May,Mai,88.1,a,88.1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,June,Juin,6011.8,a,6011.8,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,25.7,a,25.7,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,10.7,a,10.7,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,28.6,a,28.6,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,12.1,a,12.1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0,a,0,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,April,Avril,218.4,a,218.4,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,May,Mai,216.2,a,216.2,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,June,Juin,2993.5,a,2993.5,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,56.8,a,56.8,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,42.1,a,42.1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,19.9,a,19.9,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,5.4,a,5.4,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,April,Avril,146.1,a,146.1,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,May,Mai,5160,a,5160,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,June,Juin,58.7,a,58.7,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,9.7,a,9.7,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,9.1,a,9.1,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,9.9,a,9.9,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,1.2,a,1.2,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,April,Avril,129.9,a,129.9,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,May,Mai,294.3,a,294.3,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,June,Juin,8.4,a,8.4,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,324.1,a,324.1,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,15.2,a,15.2,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,5.2,a,5.2,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,421.7,a,421.7,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,32.2,a,32.2,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,April,Avril,96.5,a,96.5,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,May,Mai,170.4,a,170.4,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,June,Juin,23.7,a,23.7,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,9.5,a,9.5,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,90.8,a,90.8,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,8.5,a,8.5,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,4.8,a,4.8,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.2,a,0.2,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,April,Avril,59,a,59,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,May,Mai,149.4,a,149.4,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,June,Juin,130.6,a,130.6,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,19.3,a,19.3,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,107.3,a,107.3,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,98.9,a,98.9,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,9.3,a,9.3,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,April,Avril,143.6,a,143.6,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,May,Mai,89.9,a,89.9,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,June,Juin,1518.9,a,1518.9,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,3.7,a,3.7,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,199.4,a,199.4,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,50,a,50,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,32.7,a,32.7,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.2,a,0.2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,April,Avril,71.1,a,71.1,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,May,Mai,69.5,a,69.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,June,Juin,34.5,a,34.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,38.1,a,38.1,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,14.9,a,14.9,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,2.9,a,2.9,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.5,a,0.5,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.1,a,0.1,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,April,Avril,209.4,a,209.4,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,May,Mai,163.7,a,163.7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,June,Juin,3.3,a,3.3,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,15.7,a,15.7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,19,a,19,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,0.7,a,0.7,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.8,a,0.8,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2.5,a,2.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,December,DÈcembre,4,a,4,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,April,Avril,76.7,a,76.7,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,May,Mai,350.5,a,350.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,June,Juin,926.5,a,926.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,50.6,a,50.6,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,12.5,a,12.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,28.7,a,28.7,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,148.7,a,148.7,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,April,Avril,52.3,a,52.3,a
