Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",49,a,49,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,11,a,11,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,15,a,15,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,6,a,6,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",54,a,54,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",83,a,83,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",77,a,77,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,13,a,13,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",51,a,51,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",53,a,53,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,31,a,31,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",42,a,42,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20,a,20,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",31,a,31,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",22,a,22,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",83,a,83,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",98,a,98,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,25,a,25,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",34,a,34,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,44,a,44,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,3,a,3,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",58,a,58,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",36,a,36,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",48,a,48,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",20,a,20,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,18,a,18,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,2,a,2,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",28,a,28,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",75,a,75,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",70,a,70,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",40,a,40,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,28,a,28,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",43,a,43,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",33,a,33,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",34,a,34,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,11,a,11,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",28,a,28,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20,a,20,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",28,a,28,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7,a,7,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",12,a,12,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",32,a,32,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",42,a,42,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",25,a,25,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,16,a,16,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",25,a,25,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",65,a,65,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",50,a,50,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,10,a,10,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",36,a,36,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",38,a,38,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,50,a,50,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",48,a,48,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",57,a,57,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",69,a,69,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",45,a,45,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",27,a,27,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,19,a,19,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",39,a,39,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",36,a,36,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",39,a,39,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",33,a,33,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,15,a,15,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",24,a,24,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",41,a,41,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",40,a,40,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,10,a,10,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",27,a,27,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",29,a,29,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,14,a,14,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",23,a,23,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",33,a,33,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",53,a,53,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",33,a,33,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,23,a,23,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",22,a,22,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",17,a,17,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",10,a,10,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",6,a,6,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",42,a,42,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",41,a,41,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,9,a,9,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",42,a,42,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,30,a,30,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",28,a,28,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",43,a,43,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",49,a,49,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",29,a,29,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,23,a,23,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",27,a,27,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",42,a,42,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",57,a,57,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",53,a,53,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,43,a,43,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",36,a,36,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",38,a,38,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",49,a,49,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,15,a,15,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",39,a,39,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",43,a,43,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,42,a,42,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",22,a,22,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",64,a,64,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",39,a,39,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,44,a,44,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",49,a,49,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",80,a,80,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,76,a,76,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,8,a,8,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",25,a,25,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",37,a,37,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",27,a,27,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,15,a,15,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",35,a,35,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",48,a,48,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,57,a,57,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",26,a,26,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",28,a,28,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",31,a,31,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",33,a,33,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",30,a,30,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,31,a,31,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",30,a,30,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",26,a,26,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,13,a,13,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",46,a,46,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",51,a,51,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,56,a,56,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000,Over 100 000,2,a,2,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",38,a,38,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",4,a,4,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",13,a,13,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",19,a,19,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8,a,8,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",23,a,23,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",27,a,27,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",29,a,29,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",27,a,27,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,1000 - 10 000 ha,1000 - 10 000 ha,14,a,14,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",25,a,25,a
1990,1990,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1283,a,1283,a
1990,1990,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",210,a,210,a
1990,1990,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,7,a,7,a
1990,1990,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
1990,1990,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",41,a,41,a
1990,1990,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,12,a,12,a
1991,1991,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",2113,a,2113,a
1991,1991,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",299,a,299,a
1991,1991,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
1991,1991,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",81,a,81,a
1991,1991,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",39,a,39,a
1991,1991,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,22,a,22,a
1992,1992,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",713,a,713,a
1992,1992,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",173,a,173,a
1992,1992,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,7,a,7,a
1992,1992,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",43,a,43,a
1992,1992,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1992,1992,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,10,a,10,a
1993,1993,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",607,a,607,a
1993,1993,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",89,a,89,a
1993,1993,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
1993,1993,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",25,a,25,a
1993,1993,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
1993,1993,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,6,a,6,a
1994,1994,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",757,a,757,a
1994,1994,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",221,a,221,a
1994,1994,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1994,1994,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",65,a,65,a
1994,1994,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1994,1994,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,14,a,14,a
1995,1995,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1495,a,1495,a
1995,1995,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",388,a,388,a
1995,1995,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,14,a,14,a
1995,1995,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",128,a,128,a
1995,1995,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",71,a,71,a
1995,1995,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,53,a,53,a
1995,1995,ON,Ontario,Ontario,Over 100 000,Over 100 000,1,a,1,a
1996,1996,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",841,a,841,a
1996,1996,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",205,a,205,a
1996,1996,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,12,a,12,a
1996,1996,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",81,a,81,a
1996,1996,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",68,a,68,a
1996,1996,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,64,a,64,a
1996,1996,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",4,a,4,a
1997,1997,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1384,a,1384,a
1997,1997,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",211,a,211,a
1997,1997,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1997,1997,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
1997,1997,ON,Ontario,Ontario,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
1998,1998,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1772,a,1772,a
1998,1998,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",364,a,364,a
1998,1998,ON,Ontario,Ontario,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
